481.011716,571.3741328,576.2296959,587.3916428,396.6088761,687,579.9999983,456.4598468,865,1019.949214,-12.49961893,4.407500697,4.613079978,0,0,0,0,0,2.320002583,0.128802602,0,1.196143668,0
515.1116887,563.3032017,569.9803804,651.9999999,438.1902762,687,580,487.0516894,865,1033.566586,-12.44312241,4.108518363,4.355827088,0,0,0,0.034193326,0,2.262340414,0.071140414,0,1.222980636,0
556.8936227,523.5278296,540.1909314,602.5167425,404.675596,687,560.1880161,517.7092481,865,1013.719516,-12.16469481,3.410896276,4.23555011,0,0,0,0,0,1.981192971,0,0,1.1389969,0
517.0625987,538.6602919,551.7154517,652,472.594065,687,570.3328592,483.2789782,865,1004.787261,-12.27062204,3.823367618,4.017076808,0,0,0,0.199331512,0,2.08872832,0,0,1.129958562,0
551.0691253,572.7435618,576.6842428,652,508,687,580,523.4098499,865,1069.868435,-12.50920493,3.992234161,0,0,0,0,4.455649574,4.086369574,2.327969574,0.136769575,0,1.32147433,0
543.5017988,511.2125568,531.1778042,651.9999999,462.4137603,687,552.0353421,502.1584316,865,989.4433354,-12.0784879,3.356664817,3.871988577,0,0,0,0.150466049,0,1.894774626,0,0,1.067905586,0
575.5578562,509.9811705,530.0098502,652,478.6862207,687,551.1446996,532.368277,865,1010.013633,-12.06986819,3.14605631,3.784439957,0,0,0,0.228573859,0,1.885333816,0,0,1.117987481,0
538.5265933,589.5491831,589.229856,651.9999999,449.6044096,687,580,515.3180017,865,1081.773715,-12.62684428,4.255586427,4.485334497,0,0,0,0.088981166,0,2.446635663,0.255435663,0,1.365711139,0
579.9142717,557.622701,565.2560639,571.982732,388.3907904,687,580,547.393219,865,1071.24941,-12.40335891,3.647390812,4.553303304,0,0,0,0,0,2.220779098,0.029579098,0,1.311744347,0
496.9634704,513.3338197,533.1204352,652,508,687,553.5499949,458.3765806,865,959.9875348,-12.09333674,3.666119432,0,0,0,0,4.038509946,3.669229946,1.910829946,0,0,0.996502066,0
574.4171296,522.5537296,539.3295903,652,507.9395714,687,559.5011701,534.1547811,865,1024.596424,-12.15787611,3.292430607,3.732602461,0,0,0,0.368989943,0,1.973912404,0,0,1.165197397,0
500.5462368,604.5723203,600.6586333,635.9557594,422.5097384,687,580,482.6230807,865,1073.982292,-12.73200624,4.655475048,4.722109936,0,0,0,0,0,2.55335668,0.36215668,0,1.359414631,0
581.149424,537.1127855,550.0575477,652,508,687,569.1597842,543.8836583,865,1047.029236,-12.2597895,3.412451614,0,0,0,0,4.203973724,3.834693724,2.076293724,0,0,1.233658079,0
516.7008522,437.6042548,476.8811335,632.9845622,420.9251013,687,503.186546,459.8539483,865,881.0099786,-11.56322978,2.705395099,3.553336902,0,0,0,0,0,1.376977388,0,0,0.734171831,0
537.0616905,613.1162852,606.6942117,651.9999999,442.9099159,687,580,519.3072817,865,1099.999988,-12.791814,4.525825837,4.683491371,0,0,0,0.056847597,0,2.612658968,0.421458968,0,1.455358704,0.027186479
565.2793761,453.6565721,488.3806797,614.5511206,411.0939312,687,513.7427985,509.7271928,865,934.085659,-11.675596,2.584857279,3.712422795,0,0,0,0,0,1.488873664,0,0,0.880134809,0
526.3182056,507.2575837,528.3861971,652,494.1198956,687,549.4462753,484.9104301,865,972.7753447,-12.05080309,3.418403749,3.692355019,0,0,0,0.302655499,0,1.867330518,0,0,1.023012665,0
489.4753775,526.2269844,542.7283001,652,450.5596465,687,562.1338375,454.1988203,865,970.5910903,-12.18358889,3.855047075,4.035932374,0,0,0,0.093566303,0,2.001818677,0,0,1.034095592,0
556.5547431,597.2227178,594.7685038,652,508,687,580,534.218639,865,1099.999996,-12.68055902,4.229878223,0,0,0,0,4.627930176,4.258650176,2.500250176,0.309050176,0,1.42659137,0.010135351
493.72587,588.950799,589.144569,652,438.3115053,687,580,472.5677661,865,1050.190099,-12.62265559,4.524217862,4.53639907,0,0,0,0.034775225,0,2.443494295,0.252294295,0,1.286648481,0
539.7192113,550.7120164,560.4594049,652,465.5349038,687,578.2894614,507.5820857,865,1035.121514,-12.35498412,3.817752986,4.135300964,0,0,0,0.165447538,0,2.173068502,0,0,1.215885565,0
549.9823812,471.4967954,501.7144706,652,508,687,525.6313831,499.2516544,865,945.3587386,-11.80047757,2.876601957,0,0,0,0,3.742572661,3.373292661,1.614892661,0,0,0.923700192,0
536.3009822,573.2835464,577.2020902,645.6679364,427.6895661,687,580,509.4860139,865,1060.358366,-12.51298482,4.088958208,4.47601665,0,0,0,0,0,2.332126567,0.140926567,0,1.29829493,0
551.4702995,552.6310747,561.7867043,595.4181114,400.8896594,687,579.538044,519.1977976,865,1045.559745,-12.36841752,3.76682454,4.458832988,0,0,0,0,0,2.186303353,0,0,1.243513942,0
539.8102349,510.9982457,531.0485823,561.9819204,383.0570242,687,551.9012846,498.5981406,865,986.6391596,-12.07698772,3.376970898,4.2514799,0,0,0,0,0,1.893353617,0,0,1.060745621,0
497.259168,535.9753436,549.8852896,652,508,687,568.5935876,463.8291093,865,987.8675539,-12.25182741,3.915281433,0,0,0,0,4.197972029,3.828692029,2.070292029,0,0,1.085545358,0
504.5108069,569.1060892,574.3623929,652,479.7148389,687,579.9999999,478.2937041,865,1033.359546,-12.48374262,4.237976643,4.197634123,0,0,0,0.233511227,0,2.30346535,0.11226535,0,1.227517748,0
